City,Gender,Tenure Months,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,is_senior,has_partner,has_dependents,is_paperless_billing,payment_method_auto,is_month_to_month,contract_term,contract_months,has_phone_service,has_multiple_lines,has_internet_service,has_dsl,has_fiber_optic,offers_online_security,offers_online_backup,offers_device_protection,offers_tech_support,offers_streaming_tv,offers_streaming_movies,service_count,internet_only_customer,all_services_with_internet,high_value_customer,tenure_bucket,avg_charge_per_month,charge_ratio,avg_monthly_charge_delta
Ojai,Male,70,78.35,5445.95,0,42,4422,0,1,1,0,1,0,1,12,1,1,1,1,0,1,1,1,1,0,1,8,0,1,0,49+,77.79928571428572,69.50797702616465,0.5507142857142782
Oxnard,Male,51,19.1,1007.8,0,78,4120,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,19.76078431372549,52.764397905759154,-0.6607843137254896
Oxnard,Female,42,20.0,833.55,0,46,3413,0,1,1,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,19.84642857142857,41.677499999999995,0.15357142857142847
Port Hueneme,Male,48,19.95,1004.5,0,44,4254,0,0,0,0,1,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,20.927083333333332,50.35087719298246,-0.9770833333333329
Simi Valley,Female,48,24.0,1183.05,0,66,3948,0,0,0,0,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,25-48,24.646874999999998,49.293749999999996,-0.6468749999999979
Santa Barbara,Female,27,19.15,501.35,0,38,5606,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,18.56851851851852,26.18015665796345,0.5814814814814788
Santa Barbara,Female,46,91.3,4126.35,0,43,3191,1,0,0,1,1,0,1,12,1,0,1,0,1,0,1,1,0,1,0,5,0,1,0,25-48,89.70326086956523,45.19550930996715,1.59673913043477
Santa Barbara,Male,25,19.15,477.6,0,57,3829,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,19.104,24.939947780678853,0.045999999999999375
Santa Barbara,Male,13,19.75,265.75,0,41,2016,0,0,0,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,20.442307692307693,13.455696202531646,-0.6923076923076934
Goleta,Male,31,75.5,2424.45,0,61,5611,0,1,0,1,1,0,1,12,1,0,1,1,0,1,1,1,1,0,1,7,0,1,1,25-48,78.20806451612903,32.111920529801324,-2.7080645161290278
Alpaugh,Female,23,83.75,1849.95,0,78,3585,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,4,0,0,0,13-24,80.43260869565218,22.088955223880596,3.3173913043478223
Armona,Female,2,19.4,61.05,0,63,5816,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,30.525,3.1469072164948453,-11.125
Arvin,Female,65,26.5,1698.55,0,46,4404,0,0,0,0,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,49+,26.13153846153846,64.09622641509434,0.3684615384615384
Bodfish,Female,55,19.15,998.1,0,29,5390,0,1,1,0,1,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,18.14727272727273,52.1201044386423,1.0027272727272702
Camp Nelson,Female,35,40.9,1383.6,0,78,5691,0,1,1,0,0,0,1,12,0,0,1,1,0,0,0,0,1,1,0,3,1,0,1,25-48,39.53142857142857,33.82885085574572,1.3685714285714283
Coalinga,Male,6,80.25,493.4,0,26,2706,0,0,0,1,0,0,2,24,1,0,1,1,0,1,0,1,1,1,1,7,0,1,0,0-6,82.23333333333333,6.14828660436137,-1.9833333333333343
Delano,Male,17,70.8,1207.0,0,56,5420,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,13-24,71.0,17.04802259887006,-0.20000000000000284
Ducor,Male,10,60.2,563.5,0,52,5318,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,4,0,0,1,7-12,56.35,9.36046511627907,3.8500000000000014
Earlimart,Male,15,55.2,864.55,0,73,3608,0,0,1,0,1,0,1,12,1,0,1,1,0,0,0,1,1,0,0,4,0,0,0,13-24,57.63666666666666,15.662137681159418,-2.4366666666666603
Frazier Park,Female,13,54.15,701.05,0,43,4977,0,1,1,0,1,0,1,12,1,0,1,1,0,1,0,0,1,0,0,4,0,0,1,13-24,53.926923076923075,12.946445060018467,0.22307692307692406
Frazier Park,Female,58,100.4,5749.8,0,64,4005,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,6,0,1,0,49+,99.13448275862069,57.26892430278885,1.2655172413793139
Glennville,Female,45,62.55,2796.45,0,80,2935,0,0,0,1,1,0,1,12,1,0,1,1,0,1,1,0,1,0,0,5,0,1,0,25-48,62.14333333333333,44.70743405275779,0.4066666666666663
Hanford,Female,72,70.45,5165.7,0,48,4463,0,1,1,1,1,0,2,24,1,1,1,1,0,1,1,1,1,0,0,7,0,1,0,49+,71.74583333333334,73.32434350603265,-1.2958333333333343
Huron,Male,68,85.5,5696.6,0,48,4380,0,1,1,1,1,0,1,12,1,1,1,0,1,1,1,0,0,0,0,5,0,1,0,49+,83.77352941176471,66.62690058479532,1.726470588235287
Kernville,Female,38,54.5,2076.05,0,23,5499,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,4,0,0,1,25-48,54.63289473684211,38.09266055045872,-0.13289473684211117
Kettleman City,Male,2,20.75,44.2,0,79,3976,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,22.1,2.130120481927711,-1.3500000000000014
Lake Isabella,Male,11,20.35,215.25,0,46,5597,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7-12,19.568181818181817,10.577395577395576,0.7818181818181849
Lamont,Female,20,91.0,1859.5,0,57,3748,1,1,0,1,1,0,1,12,1,0,1,0,1,0,0,0,0,1,1,4,0,0,0,13-24,92.975,20.434065934065934,-1.9749999999999943
Laton,Male,72,104.8,7470.1,0,21,4165,0,1,0,1,1,0,2,24,1,1,1,0,1,0,1,1,0,1,1,7,0,1,0,49+,103.7513888888889,71.27958015267176,1.0486111111111
Lemoore,Male,40,51.1,2092.9,0,67,3355,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,25-48,52.322500000000005,40.956947162426616,-1.2225000000000037
Lindsay,Male,62,89.8,5629.55,0,67,4981,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,5,0,1,1,49+,90.7991935483871,62.68986636971047,-0.9991935483870975
Lost Hills,Female,22,20.55,469.85,0,44,3169,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,21.356818181818184,22.86374695863747,-0.8068181818181834
Mc Farland,Female,11,64.05,733.95,0,24,4171,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,5,0,1,0,7-12,66.72272727272728,11.459016393442624,-2.672727272727286
Mc Kittrick,Male,7,74.85,485.25,0,44,2259,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,7-12,69.32142857142857,6.482965931863728,5.528571428571425
Pixley,Male,3,25.0,78.25,0,70,2730,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0-6,26.083333333333332,3.13,-1.0833333333333321
Porterville,Male,58,20.3,1131.5,0,20,4335,0,0,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,19.50862068965517,55.73891625615764,0.7913793103448299
Posey,Male,6,26.35,184.05,0,22,2189,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0-6,30.675,6.9848197343453515,-4.324999999999999
Sequoia National Park,Female,22,54.7,1178.75,0,53,5722,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,4,0,0,1,13-24,53.57954545454545,21.549360146252283,1.1204545454545496
Springville,Male,64,90.25,5629.15,0,53,4799,0,1,1,0,1,0,1,12,1,1,1,0,1,0,0,1,0,0,1,5,0,1,1,49+,87.95546875,62.37285318559557,2.2945312500000057
Strathmore,Male,6,20.65,109.3,0,79,3266,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,18.216666666666665,5.292978208232446,2.4333333333333336
Terra Bella,Male,39,25.45,958.45,0,53,5986,0,0,1,0,1,0,1,12,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,25-48,24.575641025641026,37.66011787819254,0.874358974358973
Three Rivers,Female,20,19.5,403.15,0,59,4700,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13-24,20.1575,20.674358974358974,-0.6574999999999989
Tupman,Male,64,66.15,4392.5,0,25,4703,0,1,0,1,1,0,1,12,1,1,1,1,0,1,0,0,0,1,0,5,0,1,1,49+,68.6328125,66.40211640211639,-2.4828124999999943
Wasco,Female,46,69.1,3168.0,0,53,2333,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,5,0,1,0,25-48,68.8695652173913,45.8465991316932,0.23043478260869676
Weldon,Female,28,39.1,1096.6,0,59,2305,1,1,1,1,0,0,1,12,0,0,1,1,0,0,1,0,0,0,1,3,1,0,0,25-48,39.16428571428571,28.046035805626595,-0.06428571428570962
Wofford Heights,Female,33,20.05,669.45,0,22,5759,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,20.28636363636364,33.38902743142145,-0.2363636363636381
Woodlake,Male,39,59.8,2343.85,0,58,3093,0,1,1,0,0,0,1,12,1,0,1,1,0,1,1,1,0,0,0,5,0,1,0,25-48,60.09871794871795,39.19481605351171,-0.2987179487179503
Visalia,Female,1,48.6,48.6,0,24,3704,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0-6,48.6,1.0,0.0
Bakersfield,Male,70,105.35,7511.9,0,34,5866,1,1,0,0,1,0,2,24,1,0,1,0,1,1,1,1,0,1,1,7,0,1,1,49+,107.31285714285714,71.30422401518747,-1.9628571428571462
Bakersfield,Male,65,25.1,1725.0,0,46,5449,0,0,0,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,49+,26.53846153846154,68.72509960159363,-1.4384615384615387
Bakersfield,Male,1,49.75,49.75,0,79,2908,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0-6,49.75,1.0,0.0
Bakersfield,Male,18,94.75,1691.9,0,40,4477,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,5,0,1,0,13-24,93.99444444444445,17.85646437994723,0.7555555555555458
Bakersfield,Male,24,93.0,2248.05,0,29,5886,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,5,0,1,1,13-24,93.66875,24.172580645161293,-0.6687500000000028
Bakersfield,Male,63,71.9,4479.2,0,38,5816,0,0,0,1,1,0,2,24,1,1,1,1,0,1,0,1,1,0,1,7,0,1,1,49+,71.0984126984127,62.297635605006946,0.8015873015873041
Bakersfield,Female,44,77.55,3471.1,0,43,5044,0,0,1,1,0,0,1,12,1,1,1,1,0,0,1,0,0,1,1,6,0,1,1,25-48,78.88863636363637,44.75950999355255,-1.3386363636363683
Bakersfield,Male,4,19.85,63.0,0,71,5918,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,15.75,3.1738035264483626,4.100000000000001
Bakersfield,Female,37,95.25,3314.15,0,29,2969,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,5,0,1,0,25-48,89.57162162162163,34.79422572178478,5.678378378378369
Los Osos,Male,34,25.05,852.7,0,29,3800,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,25-48,25.079411764705885,34.03992015968064,-0.029411764705884025
San Luis Obispo,Male,35,53.15,1930.9,0,43,5638,0,1,0,0,1,0,1,12,0,0,1,1,0,1,0,1,0,1,1,5,1,1,1,25-48,55.16857142857143,36.329256820319856,-2.018571428571434
Arroyo Grande,Female,4,20.15,91.4,0,26,2198,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,22.85,4.535980148883375,-2.700000000000003
Atascadero,Female,39,101.25,3949.15,0,77,3172,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,6,0,1,0,25-48,101.26025641025642,39.00395061728395,-0.010256410256417325
Avila Beach,Male,43,100.55,4304.0,0,65,4499,1,1,0,1,1,0,1,12,1,0,1,0,1,0,1,1,0,1,1,6,0,1,0,25-48,100.09302325581395,42.80457483838886,0.4569767441860506
Buellton,Female,61,25.3,1554.9,0,71,4501,0,1,0,0,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,49+,25.49016393442623,61.458498023715414,-0.1901639344262307
Cambria,Female,49,71.8,3472.05,0,79,6193,0,1,0,0,0,0,1,12,1,1,1,1,0,1,1,1,0,0,1,7,0,1,1,49+,70.85816326530613,48.35724233983287,0.9418367346938652
Casmalia,Male,4,19.7,117.8,0,43,5018,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,29.45,5.979695431472082,-9.75
Cayucos,Female,64,49.85,3210.35,0,56,5644,0,1,1,0,0,0,2,24,0,0,1,1,0,0,1,1,1,0,1,5,1,1,1,49+,50.16171875,64.40020060180541,-0.31171874999999716
Creston,Male,3,69.6,207.4,0,39,5487,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0-6,69.13333333333334,2.9798850574712645,0.46666666666665435
Grover Beach,Male,1,19.75,19.75,0,27,3068,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,19.75,1.0,0.0
Guadalupe,Male,40,80.8,3132.75,0,26,3387,0,1,0,0,0,0,1,12,1,0,1,0,1,0,1,1,0,0,0,4,0,0,0,25-48,78.31875,38.771658415841586,2.481250000000003
Los Olivos,Female,34,64.2,2106.3,0,34,2225,1,1,0,0,1,0,1,12,1,0,1,1,0,0,0,1,1,1,0,5,0,1,0,25-48,61.95,32.808411214953274,2.25
Morro Bay,Female,1,35.0,35.0,0,54,4099,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0-6,35.0,1.0,0.0
Paso Robles,Male,45,19.2,903.7,0,24,3451,0,1,1,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,20.082222222222224,47.067708333333336,-0.8822222222222251
San Ardo,Male,43,90.65,3882.3,0,27,2496,0,0,0,1,1,0,1,12,1,0,1,0,1,1,1,1,1,0,0,6,0,1,0,25-48,90.28604651162792,42.82735797021511,0.36395348837208985
San Miguel,Male,41,20.0,879.8,0,60,5743,0,1,1,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,21.458536585365852,43.989999999999995,-1.4585365853658523
San Simeon,Male,5,74.65,383.65,0,34,3319,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0-6,76.72999999999999,5.139316811788345,-2.079999999999984
Santa Margarita,Male,72,61.2,4390.25,0,38,4085,0,0,0,1,1,0,2,24,0,0,1,1,0,1,0,1,1,1,1,6,1,1,0,49+,60.97569444444444,71.73611111111111,0.22430555555555998
Santa Maria,Male,4,19.95,68.2,0,35,2195,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,17.05,3.4185463659147874,2.8999999999999986
Santa Maria,Male,9,54.8,452.8,0,73,2848,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,4,0,0,0,7-12,50.31111111111111,8.262773722627738,4.488888888888887
Santa Maria,Male,72,73.45,5329.0,0,29,5540,1,1,0,1,1,0,2,24,1,1,1,1,0,0,0,1,0,1,1,6,0,1,1,49+,74.01388888888889,72.55275697753574,-0.5638888888888829
Santa Ynez,Female,33,51.45,1758.9,0,59,4935,0,1,0,1,0,0,1,12,1,0,1,1,0,0,0,0,1,0,0,3,0,0,1,25-48,53.300000000000004,34.1865889212828,-1.8500000000000014
Shandon,Female,72,80.45,5737.6,0,62,4202,0,1,0,0,1,0,2,24,1,1,1,0,1,1,0,0,0,0,0,4,0,0,0,49+,79.6888888888889,71.31883157240522,0.7611111111111057
California City,Male,15,85.3,1219.85,0,51,5559,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,4,0,0,1,13-24,81.32333333333332,14.300703399765533,3.9766666666666737
Acton,Male,29,79.3,2414.55,0,21,3172,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,4,0,0,0,25-48,83.26034482758621,30.44829760403531,-3.960344827586212
Benton,Female,15,76.5,1155.6,0,76,3851,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,7,0,1,0,13-24,77.03999999999999,15.105882352941176,-0.539999999999992
Bishop,Male,72,25.4,1809.35,0,51,6141,1,0,0,0,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,49+,25.12986111111111,71.23425196850394,0.27013888888888715
Boron,Female,19,86.85,1564.4,0,64,5072,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,4,0,0,1,13-24,82.33684210526316,18.01266551525619,4.513157894736835
Bridgeport,Male,1,19.65,19.65,0,31,3192,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,19.65,1.0,0.0
Darwin,Female,2,45.55,84.4,0,70,4372,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0-6,42.2,1.852908891328211,3.3499999999999943
Edwards,Female,11,78.1,864.85,0,50,2333,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,4,0,0,0,7-12,78.62272727272727,11.073623559539053,-0.5227272727272805
Independence,Female,12,19.3,228.75,0,77,2868,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7-12,19.0625,11.852331606217616,0.2375000000000007
Inyokern,Female,70,110.5,7752.05,0,64,5979,0,1,0,1,0,0,2,24,1,1,1,0,1,0,1,1,1,1,1,8,0,1,1,49+,110.74357142857143,70.15429864253394,-0.24357142857142833
June Lake,Female,23,20.3,470.6,0,43,3630,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,20.460869565217394,23.182266009852217,-0.16086956521739282
Keeler,Male,49,81.35,4060.9,0,69,4537,1,0,0,0,1,0,2,24,1,1,1,1,0,1,1,1,1,0,1,8,0,1,1,49+,82.87551020408164,49.91886908420406,-1.525510204081641
Lancaster,Male,2,55.3,108.65,0,67,4594,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,3,0,0,1,0-6,54.325,1.964737793851718,0.9749999999999943
Lancaster,Male,69,56.55,3952.65,0,28,4162,1,1,0,0,1,0,2,24,0,0,1,1,0,1,1,0,0,1,1,5,1,1,0,49+,57.28478260869565,69.89655172413794,-0.734782608695653
Lee Vining,Female,24,19.7,494.05,0,31,3594,0,1,1,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,20.585416666666667,25.078680203045685,-0.8854166666666679
Littlerock,Female,32,104.05,3416.85,0,60,2335,0,0,0,1,1,0,1,12,1,1,1,0,1,0,1,1,0,1,1,7,0,1,0,25-48,106.7765625,32.83853916386353,-2.7265625
Llano,Female,27,52.85,1498.65,0,23,2842,0,0,0,0,1,0,2,24,1,0,1,1,0,1,1,0,0,0,0,4,0,0,0,25-48,55.50555555555556,28.35666982024598,-2.6555555555555586
Mammoth Lakes,Male,58,80.65,4807.35,0,33,6043,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,4,0,0,1,49+,82.88534482758621,59.60756354618723,-2.2353448275862036
Palmdale,Female,18,24.65,471.35,0,78,5231,0,1,1,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,13-24,26.186111111111114,19.121703853955378,-1.536111111111115
Palmdale,Female,47,21.3,1041.8,0,30,2861,0,1,1,1,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,22.16595744680851,48.91079812206572,-0.8659574468085083
Palmdale,Female,70,110.2,7689.8,0,53,4098,0,1,1,1,0,0,2,24,1,1,1,0,1,0,1,1,1,1,1,8,0,1,0,49+,109.85428571428572,69.78039927404718,0.34571428571427987
Randsburg,Female,36,51.05,1815.0,0,56,2161,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,25-48,50.416666666666664,35.55337904015671,0.6333333333333329
Ridgecrest,Male,67,19.8,1311.3,0,75,4260,0,0,0,1,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49+,19.571641791044776,66.22727272727272,0.22835820895522474
Rosamond,Female,10,19.9,199.45,0,65,5811,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7-12,19.945,10.022613065326633,-0.045000000000001705
Tehachapi,Male,19,87.3,1637.3,0,70,4447,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,4,0,0,0,13-24,86.17368421052632,18.75486827033219,1.1263157894736793
Trona,Female,71,19.85,1326.35,0,54,6342,0,1,1,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,18.680985915492958,66.81863979848866,1.1690140845070438
Valyermo,Male,72,89.4,6376.55,0,52,6044,0,1,1,1,0,0,2,24,1,1,1,1,0,1,1,1,1,1,1,9,0,1,1,49+,88.56319444444445,71.32606263982103,0.8368055555555571
Palmdale,Female,48,20.0,935.9,0,50,2608,0,1,1,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25-48,19.497916666666665,46.795,0.502083333333335
Ahwahnee,Male,1,20.05,20.05,0,79,2067,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0-6,20.05,1.0,0.0
Auberry,Male,18,83.25,1611.15,0,43,2065,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,7,0,1,0,13-24,89.50833333333334,19.353153153153155,-6.25833333333334
Bass Lake,Male,67,102.9,6989.7,0,52,5869,1,1,0,0,1,0,2,24,1,1,1,0,1,0,1,0,1,1,1,7,0,1,1,49+,104.32388059701492,67.9271137026239,-1.4238805970149144
Big Creek,Male,69,39.1,2779.5,0,53,5987,0,1,1,0,0,0,2,24,0,0,1,1,0,1,0,1,1,0,0,4,1,0,1,49+,40.28260869565217,71.08695652173913,-1.1826086956521706
Cantua Creek,Male,72,114.5,8331.95,0,47,6051,1,1,0,1,0,0,2,24,1,1,1,0,1,1,1,1,1,1,1,9,0,1,1,49+,115.7215277777778,72.76812227074237,-1.2215277777777942
Caruthers,Female,38,20.2,735.9,0,71,4947,1,0,0,0,0,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,19.36578947368421,36.43069306930693,0.8342105263157897
Chowchilla,Male,40,55.8,2283.3,0,78,3587,1,1,0,0,0,0,1,12,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,25-48,57.0825,40.91935483870968,-1.282500000000006
Clovis,Female,61,24.2,1445.2,0,51,6201,0,1,1,1,0,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,49+,23.691803278688525,59.719008264462815,0.5081967213114744
Coarsegold,Male,32,72.8,2333.05,0,78,3278,0,1,0,1,1,0,1,12,1,1,1,1,0,1,0,0,1,1,0,6,0,1,0,25-48,72.9078125,32.04739010989012,-0.10781250000000853
Cutler,Female,21,99.85,1992.55,0,74,2113,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,6,0,1,0,13-24,94.88333333333333,19.955433149724588,4.966666666666669
Del Rey,Female,59,99.5,5890.0,0,50,5513,1,0,0,1,0,0,1,12,1,1,1,0,1,0,0,1,0,1,1,6,0,1,1,49+,99.83050847457628,59.19597989949749,-0.33050847457627697
Dos Palos,Female,47,20.25,1029.8,0,64,5134,0,0,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25-48,21.91063829787234,50.85432098765432,-1.6606382978723389
Dunlap,Male,69,26.0,1796.55,0,22,4933,0,1,1,1,1,0,2,24,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,49+,26.03695652173913,69.09807692307692,-0.036956521739128334
Firebaugh,Male,2,19.9,33.7,0,58,5824,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0-6,16.85,1.6934673366834174,3.049999999999997
Fish Camp,Female,22,19.05,454.05,0,30,4312,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,20.638636363636365,23.834645669291337,-1.5886363636363647
Five Points,Male,15,96.5,1392.25,0,61,2394,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,6,0,1,0,13-24,92.81666666666666,14.427461139896373,3.683333333333337
Fowler,Female,53,19.85,1049.6,0,36,6338,0,0,0,0,1,0,2,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49+,19.80377358490566,52.87657430730478,0.04622641509434189
Friant,Female,28,25.7,734.6,0,80,3136,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,25-48,26.235714285714288,28.58365758754864,-0.5357142857142883
Helm,Male,22,20.3,475.1,0,50,4510,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13-24,21.595454545454547,23.40394088669951,-1.2954545454545467
Kerman,Male,16,91.55,1540.05,0,46,4045,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,5,0,1,0,13-24,96.253125,16.82195521572911,-4.703125
Kingsburg,Female,48,39.4,1978.65,0,26,5701,0,1,1,0,0,0,2,24,0,0,1,1,0,1,1,0,1,0,0,4,1,0,1,25-48,41.221875000000004,50.21954314720813,-1.8218750000000057
Lakeshore,Male,30,105.7,3181.8,0,54,2455,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,8,0,1,0,25-48,106.06,30.10217596972564,-0.35999999999999943
Los Banos,Female,3,70.25,229.7,0,46,2156,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0-6,76.56666666666666,3.269750889679715,-6.316666666666663
Madera,Male,57,93.75,5625.55,0,75,4276,1,0,0,0,0,0,2,24,1,1,1,0,1,1,0,0,1,0,1,6,0,1,0,49+,98.69385964912281,60.00586666666667,-4.943859649122814
Mendota,Female,23,60.0,1347.15,0,54,3835,0,1,0,0,1,0,1,12,1,0,1,1,0,0,0,0,1,1,0,4,0,0,0,13-24,58.571739130434786,22.4525,1.4282608695652144
Miramonte,Female,65,59.8,3808.2,0,37,6034,0,1,0,1,1,0,2,24,1,0,1,1,0,0,0,0,1,1,0,4,0,0,1,49+,58.58769230769231,63.68227424749164,1.2123076923076894
North Fork,Male,44,90.65,3974.15,0,26,3786,0,1,0,1,1,0,1,12,1,0,1,0,1,0,0,0,0,1,1,4,0,0,0,25-48,90.32159090909092,43.84059569773855,0.32840909090909065
Oakhurst,Female,71,109.0,7661.8,0,35,4204,0,1,1,1,1,0,2,24,1,1,1,0,1,1,1,1,0,1,1,8,0,1,0,49+,107.91267605633803,70.29174311926606,1.0873239436619713
